age,semester,attendance_percentage,previous_cgpa,mid_1,mid_2,internal_marks,backlogs,academic_average,attendance_risk_score,internal_average,mid_term_average,previous_cgpa_trend,backlog_severity_score,academic_stability,enc_gender_FEMALE,enc_gender_MALE,enc_gender_OTHER,enc_department_code_AI,enc_department_code_CIVIL,enc_department_code_CS,enc_department_code_DS,enc_department_code_ECE,enc_department_code_EEE,enc_department_code_IT,enc_department_code_MECH,enc_attendance_risk_category_AT_RISK,enc_attendance_risk_category_CRITICAL,enc_attendance_risk_category_NORMAL,enc_backlog_severity_category_MODERATE,enc_backlog_severity_category_NONE,enc_backlog_severity_category_SEVERE,target_cgpa
1.0,0.3333333333333333,-0.3924607329842922,0.0029629629629629,0.7422462716114547,0.2326876819850614,0.7567278082741998,0.0,0.6423336686305499,0.0,0.7567278082742003,0.5190882394070753,-0.2666666666666666,0.0,0.8340988921912996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.36
1.0,1.0,-0.30534031413612533,-0.014814814814815025,0.2618450574105842,0.13242182554753743,0.3625652697817644,1.0,0.2894093979019971,0.0,0.3625652697817647,0.2092015102782825,-0.19999999999999996,0.2,0.6822480410699812,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.97
0.0,-1.0,-2.9273298429319365,-1.128888888888889,-1.6761251154810606,-1.6196986960374735,-1.7426697014325885,4.0,-1.8304354073861178,0.3729,-1.742669701432589,-1.7849251852887715,0.0,0.8,-0.04620372872196704,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.96
0.0,-0.3333333333333333,-3.023664921465968,-2.0651851851851855,-1.938498086313844,-1.8369413849854417,-1.9590306600615883,3.0,-2.0850696939215396,0.3883,-1.9590306600615888,-2.0439099426653624,-10.533333333333331,0.6,-0.04620372872196704,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.1
1.0,0.3333333333333333,-2.526910994764397,-2.3200000000000003,-1.2432361092780784,-1.7138878339030261,-1.675190788592851,3.0,-1.68443741916942,0.3092,-1.6751907885928512,-1.6076073276464837,-2.8666666666666663,0.6,5.6733315320183735,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.13
1.0,1.0,-3.4182198952879577,-2.397037037037037,-1.8846509172495707,-1.7827573110520323,-1.0844825277814973,1.0,-1.7321454231929867,0.4511,-1.0844825277814973,-1.9857362606628455,-0.8666666666666666,0.2,5.273980005403946,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.54
-1.0,-1.0,-0.42513089005235505,-0.6251851851851855,-0.8684175795169593,-0.7051525509558172,-0.5762484937742672,0.0,-0.773961776117258,0.0,-0.5762484937742673,-0.8524681862676555,0.0,0.0,-0.04620372872196704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.16
-1.0,-0.3333333333333333,-1.5057591623036644,-0.7614814814814815,-0.4782895605120759,-0.8038992277503484,-0.4761012183692604,1.0,-0.633711740192556,0.1467,-0.4761012183692603,-0.7003216333379954,-1.5333333333333332,0.2,-0.04620372872196704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.79
0.0,0.3333333333333333,-0.2927748691099468,-0.8740740740740743,-0.69367823676917,-0.5263957462969999,-0.3850582407283445,2.0,-0.5745078315849979,0.0,-0.3850582407283444,-0.661166270451686,-1.2666666666666664,0.4,1.0902458794920291,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.4
0.0,1.0,-0.5633507853403137,-0.9866666666666667,0.023228190576745283,-0.8646664134700599,-0.5537555228276884,0.0,-0.5026584279350482,0.0,-0.5537555228276883,-0.467626905327927,-1.2666666666666664,0.0,1.3647662793839503,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.12
-2.0,-1.0,-1.0760209424083769,-0.8444444444444449,-0.14939949848224948,-0.4565134827193317,-0.24313830499397543,0.0,-0.2997557120275902,0.0783,-0.24313830499397518,-0.333939309187527,0.0,0.0,-0.04620372872196704,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.42
-2.0,-0.3333333333333333,-1.2209424083769624,-0.6074074074074076,0.3880163653160877,-0.051905304468920416,-0.6239121703039232,0.0,-0.08765627245293893,0.1013,-0.6239121703039234,0.1739616836806033,2.6666666666666665,0.0,-0.04620372872196704,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.84
-1.0,0.3333333333333333,-1.128795811518324,-0.4829629629629632,0.10294311732875742,0.21040638055450067,-0.5248359887535151,1.0,-0.05661733007616031,0.0867,-0.5248359887535152,0.1683680604111308,1.3999999999999997,0.2,1.628478789516347,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.8
-1.0,1.0,-0.48544502617800944,-0.44740740740740736,0.16998812194799964,0.48841625522217996,-0.3705984736912573,0.0,0.12846673372610998,0.0,-0.3705984736912576,0.3568731645923645,0.3999999999999999,0.0,1.5911915698459875,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.87
-1.0,-1.0,-0.1579057591623029,0.4474074074074068,-0.22489111785667165,-0.2818078237751614,0.17780157986343517,0.0,-0.11007328639172326,0.0,0.17780157986343564,-0.2774437141658514,0.0,0.0,-0.04620372872196704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.78
-1.0,-0.3333333333333333,-0.08586387434554903,0.1985185185185185,0.2101095420351056,0.034181541967337505,-0.17780157986343592,0.0,0.039948268429371624,0.0,-0.17780157986343564,0.12753461054397916,-2.7999999999999994,0.0,-0.04620372872196704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.33
0.0,0.3333333333333333,-0.43183246073298437,0.06222222222222195,0.34525537811798807,0.13444739840486147,-0.2849109653233369,0.0,0.0888058629113379,0.0,-0.2849109653233367,0.2545098587610115,-1.5333333333333332,0.0,1.734936503647663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.56
0.0,1.0,-0.11015706806282703,0.06814814814814775,-0.1926883991025474,0.12938346626155176,0.06426563127593994,0.0,0.01638166403218833,0.0,0.06426563127594064,-0.03356173961683729,0.06666666666666665,0.0,1.597135909213726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.28
-2.0,-1.0,0.13277486910994832,0.1096296296296294,-0.0417051603537023,0.11723002911760974,0.07176328825813304,0.0,0.06926282511855139,0.0,0.07176328825813348,0.04027408754020331,0.0,0.0,-0.04620372872196704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.31
-2.0,-0.3333333333333333,-0.2927748691099468,-0.0800000000000004,-0.05384716906427397,-0.05291809089758207,-0.07283438211273337,0.0,-0.051444173013363736,0.0,-0.07283438211273296,-0.06041113131030696,-2.133333333333333,0.0,-0.04620372872196704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.08
-1.0,0.3333333333333333,0.22157068062827312,0.15111111111111106,0.14570410452685703,0.08330168375743748,-0.0358816441290669,0.0,0.08593188676534007,0.0,-0.03588164412906703,0.12082226262061153,2.5999999999999996,0.0,1.0772764117806,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.56
-1.0,1.0,0.293612565445027,0.12148148148148152,-0.4561171967797287,-0.2757311052031907,-0.3406078457624857,0.0,-0.37735306796953555,0.0,-0.34060784576248504,-0.39658788980562265,-0.3333333333333333,0.0,0.9129964874358282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.3
0.0,-1.0,0.42764397905759194,-0.13925925925925944,-1.064273459152699,-0.24636029877199625,-0.9082875886999603,2.0,-0.7900560425348468,0.0,-0.9082875886999606,-0.7025590826457844,0.0,0.4,-0.04620372872196704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.13
0.0,-0.3333333333333333,0.054031413612566304,-0.7792592592592595,-0.4408077075359643,-0.7709836688188381,-0.6678270183424826,1.0,-0.6762465871533263,0.0,-0.6678270183424827,-0.6622849951055804,-7.199999999999999,0.2,-0.04620372872196704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.05
1.0,0.3333333333333333,-0.5189528795811512,-0.8029629629629632,-0.3806255774053058,-0.4185339916445121,-0.6506895166688984,0.0,-0.5147291277482393,0.0,-0.6506895166688986,-0.43518389036498484,-0.2666666666666666,0.0,3.3874628478789517,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.67
1.0,1.0,-0.024712041884815707,-0.6903703703703704,-1.0790550349742642,-0.36434991771110314,-0.6533672513053962,0.0,-0.7486707860324755,0.0,-0.6533672513053959,-0.7758355474758782,1.2666666666666664,0.0,2.807079167792489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.38
0.0,-1.0,-2.376125654450261,-0.9155555555555556,-1.453873564735383,-1.0302569945562732,-1.4224126389074847,1.0,-1.4119844805288109,0.2852,-1.4224126389074851,-1.3419102223465256,0.0,0.2,-0.04620372872196704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.95
0.0,-0.3333333333333333,-2.2906806282722507,-1.4785185185185186,-1.3984426554045135,-1.9427775667806058,-1.579863435533539,1.0,-1.7936485127173436,0.2716,-1.5798634355335395,-1.8168088379247667,-6.333333333333332,0.2,-0.04620372872196704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.59
1.0,0.3333333333333333,-2.6148691099476435,-1.5851851851851857,-1.8740926488055953,-2.7656665400683638,-1.9729548801713757,1.0,-2.4178761316281063,0.3232,-1.972954880171376,-2.5227240945322342,-1.1999999999999997,0.2,3.2350716022696573,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.86
1.0,1.0,-2.8971727748691096,-1.7629629629629633,-1.3931635211825257,-2.2683884035953925,-1.8165751773999201,0.0,-1.9994252047707997,0.3681,-1.8165751773999208,-1.9935673332401074,-1.9999999999999996,0.0,3.2912726290191845,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.28
-2.0,-1.0,-0.007958115183245977,0.34074074074074034,-0.05226342879767763,0.22914292948474524,-0.5842816976837601,0.0,-0.12674234803851112,0.0,-0.5842816976837603,0.09621032023493133,0.0,0.0,-0.04620372872196704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.07
-2.0,-0.3333333333333333,-0.6931937172774862,0.37037037037037035,-0.3083014385640755,-0.07216103304215711,-0.17780157986343592,0.0,-0.18824543756286846,0.0173,-0.17780157986343564,-0.2058453363165995,0.3333333333333333,0.0,-0.04620372872196704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.54
-1.0,0.3333333333333333,-0.10261780104711994,0.2103703703703701,-0.4138841230038273,-0.42764906950246917,-0.025706252510376434,0.0,-0.30665325477798566,0.0,-0.025706252510376375,-0.4581177457698231,-1.7999999999999998,0.0,0.7298027560118887,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.51
-1.0,1.0,-0.25842931937172725,0.15703703703703684,0.0290352382209316,-0.15318394733510604,-0.03534609720176789,0.0,-0.04569622072136809,0.0,-0.03534609720176759,-0.07159837784925271,-0.5999999999999999,0.0,0.8865171575249933,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.68
0.0,-1.0,-0.45528795811518225,-0.17481481481481478,-0.05807047644186396,-0.6246360298771998,-0.3106172178337133,0.0,-0.35436125880155217,0.0,-0.3106172178337131,-0.3781289330163617,0.0,0.0,-0.04620372872196704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.96
0.0,-0.3333333333333333,-0.5583246073298422,-0.2874074074074076,-0.11191764550613717,-0.1916698316242561,-0.23938947650287928,0.0,-0.18422187095847087,0.0,-0.23938947650287906,-0.16780869808418486,-1.2666666666666664,0.0,-0.04620372872196704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7.26
1.0,0.3333333333333333,-0.46952879581151746,-0.1985185185185185,-0.24125643394483332,-0.5339916445119638,-0.3705984736912573,0.0,-0.4078172151171143,0.0,-0.3705984736912576,-0.42567473080688095,0.9999999999999998,0.0,0.495271548230208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.91
1.0,1.0,-0.43518324607329784,-0.24000000000000016,-0.26554045136597665,-0.6854032155969113,0.10282501004150423,0.0,-0.3043540738611869,0.0,0.1028250100415049,-0.5218850510418132,-0.4666666666666666,0.0,0.4050256687381789,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.8
0.0,-1.0,0.44020942408377045,0.26962962962962966,-0.7665302890325988,-0.7243954931003926,-0.46806801445976753,0.0,-0.7055611438425057,0.0,-0.4680680144597674,-0.8088379247657675,0.0,0.0,-0.04620372872196704,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.18
0.0,-0.3333333333333333,0.3991623036649215,-0.15703703703703736,0.13778540319387536,-0.05646284339789822,-0.3186504217432054,0.0,-0.07098721080615024,0.0,-0.31865042174320535,0.03915536288630898,-4.799999999999999,0.0,-0.04620372872196704,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.19
1.0,0.3333333333333333,-0.1084816753926691,-0.15111111111111106,-0.35634155998416317,-0.42511710343081394,-0.18958361226402498,0.0,-0.3434401494467591,0.0,-0.18958361226402465,-0.42623409313382776,0.06666666666666665,0.0,2.18454471764388,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.88
1.0,1.0,0.33465968586387473,-0.21629629629629643,0.11350138577273276,-0.3911887580706417,-0.16816173517204525,0.0,-0.15260813335249318,0.0,-0.16816173517204444,-0.15885890085302856,-0.7333333333333333,0.0,1.9981086192920834,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.23
0.0,-1.0,-0.7392670157068053,0.15111111111111106,0.10716642470634741,-0.3618179516394479,0.15959298433525182,0.0,-0.026727978157781475,0.0247,0.15959298433525212,-0.1459935673332409,0.0,0.0,-0.04620372872196704,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.42
0.0,-0.3333333333333333,-0.3572774869109948,-0.014814814814815025,0.4212749109146092,0.8687175591847072,0.5548266166822861,0.0,0.694640034487713,0.0,0.5548266166822866,0.7003216333379938,-1.8666666666666665,0.0,-0.04620372872196704,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.77
1.0,0.3333333333333333,-0.6580104712041877,0.08592592592592567,0.4846245215784605,-0.08735282947208481,0.7904672646940684,0.0,0.44000574795229186,0.0117,0.7904672646940689,0.20584533631659868,1.1333333333333333,0.0,0.7162928938124832,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.08
1.0,1.0,-0.4636649214659683,0.18666666666666637,-0.19796753332453543,0.7406000759589824,0.2693801044316501,0.0,0.3192987498203759,0.0,0.269380104431651,0.30149629422458324,1.1333333333333333,0.0,0.7606052418265333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.08
-2.0,-1.0,-0.8138219895287949,-0.15111111111111106,0.29404777616470845,0.46461577414862637,0.5216227071897173,0.0,0.48369018537146075,0.0365,0.5216227071897174,0.4094532233254087,0.0,0.0,-0.04620372872196704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.52
-2.0,-0.3333333333333333,-0.08083769633507763,0.04444444444444402,0.1430645374158634,0.41701481200151924,0.5414379434997983,0.0,0.41758873401350755,0.0,0.5414379434997992,0.30317438120542517,2.1999999999999997,0.0,-0.04620372872196704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.87
-1.0,0.3333333333333333,-0.060732984293193244,0.15111111111111106,0.12194800052791273,-0.008861881250791098,0.8509840674789121,0.0,0.3595344158643479,0.0,0.8509840674789129,0.05705495734862156,1.1999999999999997,0.0,1.351796811672521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.93
-1.0,1.0,-0.5591623036649213,0.19259259259259218,0.966081562623729,0.48942904165084233,0.8247422680412367,0.0,0.8452363845380079,0.0,0.8247422680412371,0.7797510837645076,0.4666666666666666,0.0,1.3534179951364498,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.22
-2.0,-1.0,-0.13026178010471143,0.4355555555555552,0.32730632176323005,-0.30560830484871493,0.3363234703440882,0.0,0.13766345739330335,0.0,0.3363234703440889,0.0022374493077886755,0.0,0.0,-0.04620372872196704,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.71
-2.0,-0.3333333333333333,-0.041465968586386626,0.15703703703703684,0.4513659759799389,0.03468793518166869,0.22225197482929396,0.0,0.27101595056761035,0.0,0.2222519748292944,0.25562858341490663,-3.133333333333333,0.0,-0.04620372872196704,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.56
-1.0,0.3333333333333333,-0.29445026178010475,0.1096296296296294,0.6356077603273056,0.018483352323078617,0.494845360824742,0.0,0.4290846385974996,0.0,0.49484536082474206,0.3445671933995236,-0.5333333333333332,0.0,1.5598486895433668,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.73
-1.0,1.0,-0.5465968586387427,0.1333333333333331,0.2966873432757021,0.001265983035827608,0.21154103628330373,0.0,0.1980169564592609,0.0,0.2115410362833043,0.15550272689134315,0.2666666666666666,0.0,1.3431504998649013,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.46
-2.0,-1.0,0.2860732984293199,0.06814814814814775,-0.240200607100436,-0.312697809849348,0.40594457089302444,0.0,-0.04569622072136809,0.0,0.40594457089302455,-0.3026150188784792,0.0,0.0,-0.04620372872196704,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.72
-2.0,-0.3333333333333333,0.3405235602094251,0.16296296296296264,-0.7211297347235055,-0.8909988606152679,-0.36417191056366377,0.0,-0.7147578675096995,0.0,-0.3641719105636636,-0.8770801286533361,1.0666666666666664,0.0,-0.04620372872196704,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.96
-1.0,0.3333333333333333,-0.07832460732984194,-0.06222222222222248,-0.618714530816946,-0.7269274591720475,0.03320390949256877,0.0,-0.4733438712458684,0.0,0.03320390949256921,-0.7316459236470432,-2.5333333333333328,0.0,0.9848689543366658,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.24
-1.0,1.0,0.4092146596858643,-0.0800000000000004,0.05912630328626051,-0.370933029497405,-0.6490828758869999,0.0,-0.3365426066963645,0.0,-0.6490828758870003,-0.17619913298839357,-0.19999999999999996,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.39
-2.0,-1.0,1.509947643979058,0.5066666666666669,0.8705292332057536,0.38460564628433985,0.7390547596733162,0.0,0.7400488575944816,0.0,0.7390547596733168,0.6712347923367354,0.0,0.0,-0.04620372872196704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.61
-2.0,-0.3333333333333333,0.7853403141361257,0.6903703703703699,0.9080110861818651,0.5031016584377772,0.8654438345159993,0.0,0.8440867940796088,0.0,0.8654438345159997,0.7562578660327218,2.0666666666666664,0.0,-0.04620372872196704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.56
